"study_id","contrast_id","contrast_definition","pairing_key","cell_class","scenario_id","n_x","n_y","moment_type","interval_id","p_min","p_max","reference_variant_id","comparison_variant_id","reference_cell_id","comparison_cell_id","metric_type","metric","expected_replications","reference_successful_replications","comparison_successful_replications","paired_successful_replications","metric_pair_denominator","reference_event_count","comparison_event_count","reference_only_event_count","comparison_only_event_count","disagreement_count","disagreement_rate","disagreement_wilson_lower","disagreement_wilson_upper","reference_mean","comparison_mean","mean_difference","difference_sd","paired_mcse","difference_q05","difference_q50","difference_q95"
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n4000","diagnostic","TANGENCY_SV_POWER",4000,4000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_003_TANGENCY_SV_POWER_n4000_depth6_reference","ED1_004_TANGENCY_SV_POWER_n4000_depth8_refined","binary","across_interval_joint_continuum_band_covers_truth",254,254,254,254,254,243,243,0,0,0,0,0,0.0148985304313125,0.956692913385827,0.956692913385827,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n8000","diagnostic","TANGENCY_SV_POWER",8000,8000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_005_TANGENCY_SV_POWER_n8000_depth6_reference","ED1_006_TANGENCY_SV_POWER_n8000_depth8_refined","binary","across_interval_joint_continuum_band_covers_truth",254,254,254,254,254,240,240,0,0,0,0,0,0.0148985304313125,0.94488188976378,0.94488188976378,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n2000","diagnostic","TANGENCY_SV_POWER",2000,2000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_001_TANGENCY_SV_POWER_n2000_depth6_reference","ED1_002_TANGENCY_SV_POWER_n2000_depth8_refined","binary","any_primary_false_report",254,254,254,254,254,10,10,0,0,0,0,0,0.0148985304313125,0.0393700787401575,0.0393700787401575,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n4000","diagnostic","TANGENCY_SV_POWER",4000,4000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_003_TANGENCY_SV_POWER_n4000_depth6_reference","ED1_004_TANGENCY_SV_POWER_n4000_depth8_refined","binary","any_primary_false_report",254,254,254,254,254,6,6,0,0,0,0,0,0.0148985304313125,0.0236220472440945,0.0236220472440945,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n8000","diagnostic","TANGENCY_SV_POWER",8000,8000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_005_TANGENCY_SV_POWER_n8000_depth6_reference","ED1_006_TANGENCY_SV_POWER_n8000_depth8_refined","binary","any_primary_false_report",254,254,254,254,254,10,10,0,0,0,0,0,0.0148985304313125,0.0393700787401575,0.0393700787401575,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n2000","diagnostic","TANGENCY_SV_POWER",2000,2000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_001_TANGENCY_SV_POWER_n2000_depth6_reference","ED1_002_TANGENCY_SV_POWER_n2000_depth8_refined","binary","band_covers_truth_on_audit_grid",254,254,254,254,254,241,241,0,0,0,0,0,0.0148985304313125,0.948818897637795,0.948818897637795,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n4000","diagnostic","TANGENCY_SV_POWER",4000,4000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_003_TANGENCY_SV_POWER_n4000_depth6_reference","ED1_004_TANGENCY_SV_POWER_n4000_depth8_refined","binary","band_covers_truth_on_audit_grid",254,254,254,254,254,243,243,0,0,0,0,0,0.0148985304313125,0.956692913385827,0.956692913385827,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n8000","diagnostic","TANGENCY_SV_POWER",8000,8000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_005_TANGENCY_SV_POWER_n8000_depth6_reference","ED1_006_TANGENCY_SV_POWER_n8000_depth8_refined","binary","band_covers_truth_on_audit_grid",254,254,254,254,254,241,241,0,0,0,0,0,0.0148985304313125,0.948818897637795,0.948818897637795,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n2000","diagnostic","TANGENCY_SV_POWER",2000,2000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_001_TANGENCY_SV_POWER_n2000_depth6_reference","ED1_002_TANGENCY_SV_POWER_n2000_depth8_refined","binary","band_covers_truth_on_grid",254,254,254,254,254,241,241,0,0,0,0,0,0.0148985304313125,0.948818897637795,0.948818897637795,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n4000","diagnostic","TANGENCY_SV_POWER",4000,4000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_003_TANGENCY_SV_POWER_n4000_depth6_reference","ED1_004_TANGENCY_SV_POWER_n4000_depth8_refined","binary","band_covers_truth_on_grid",254,254,254,254,254,243,243,0,0,0,0,0,0.0148985304313125,0.956692913385827,0.956692913385827,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n8000","diagnostic","TANGENCY_SV_POWER",8000,8000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_005_TANGENCY_SV_POWER_n8000_depth6_reference","ED1_006_TANGENCY_SV_POWER_n8000_depth8_refined","binary","band_covers_truth_on_grid",254,254,254,254,254,241,241,0,0,0,0,0,0.0148985304313125,0.948818897637795,0.948818897637795,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n2000","diagnostic","TANGENCY_SV_POWER",2000,2000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_001_TANGENCY_SV_POWER_n2000_depth6_reference","ED1_002_TANGENCY_SV_POWER_n2000_depth8_refined","binary","bracket_covers_root",254,254,254,254,8,8,8,0,0,0,0,0,0.32440756488388,1,1,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n4000","diagnostic","TANGENCY_SV_POWER",4000,4000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_003_TANGENCY_SV_POWER_n4000_depth6_reference","ED1_004_TANGENCY_SV_POWER_n4000_depth8_refined","binary","bracket_covers_root",254,254,254,254,4,4,4,0,0,0,0,0,0.489890836454597,1,1,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n8000","diagnostic","TANGENCY_SV_POWER",8000,8000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_005_TANGENCY_SV_POWER_n8000_depth6_reference","ED1_006_TANGENCY_SV_POWER_n8000_depth8_refined","binary","bracket_covers_root",254,254,254,254,6,6,6,0,0,0,0,0,0.390334287902165,1,1,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n2000","diagnostic","TANGENCY_SV_POWER",2000,2000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_001_TANGENCY_SV_POWER_n2000_depth6_reference","ED1_002_TANGENCY_SV_POWER_n2000_depth8_refined","binary","brackets_cover_all_distinct_roots",254,254,254,254,8,8,8,0,0,0,0,0,0.32440756488388,1,1,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n4000","diagnostic","TANGENCY_SV_POWER",4000,4000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_003_TANGENCY_SV_POWER_n4000_depth6_reference","ED1_004_TANGENCY_SV_POWER_n4000_depth8_refined","binary","brackets_cover_all_distinct_roots",254,254,254,254,4,4,4,0,0,0,0,0,0.489890836454597,1,1,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n8000","diagnostic","TANGENCY_SV_POWER",8000,8000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_005_TANGENCY_SV_POWER_n8000_depth6_reference","ED1_006_TANGENCY_SV_POWER_n8000_depth8_refined","binary","brackets_cover_all_distinct_roots",254,254,254,254,6,6,6,0,0,0,0,0,0.390334287902165,1,1,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n2000","diagnostic","TANGENCY_SV_POWER",2000,2000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_001_TANGENCY_SV_POWER_n2000_depth6_reference","ED1_002_TANGENCY_SV_POWER_n2000_depth8_refined","binary","budget_rejected",254,254,254,254,254,0,0,0,0,0,0,0,0.0148985304313125,0,0,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n4000","diagnostic","TANGENCY_SV_POWER",4000,4000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_003_TANGENCY_SV_POWER_n4000_depth6_reference","ED1_004_TANGENCY_SV_POWER_n4000_depth8_refined","binary","budget_rejected",254,254,254,254,254,0,0,0,0,0,0,0,0.0148985304313125,0,0,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n8000","diagnostic","TANGENCY_SV_POWER",8000,8000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_005_TANGENCY_SV_POWER_n8000_depth6_reference","ED1_006_TANGENCY_SV_POWER_n8000_depth8_refined","binary","budget_rejected",254,254,254,254,254,0,0,0,0,0,0,0,0.0148985304313125,0,0,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n2000","diagnostic","TANGENCY_SV_POWER",2000,2000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_001_TANGENCY_SV_POWER_n2000_depth6_reference","ED1_002_TANGENCY_SV_POWER_n2000_depth8_refined","binary","continuum_band_covers_truth",254,254,254,254,254,240,240,0,0,0,0,0,0.0148985304313125,0.94488188976378,0.94488188976378,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n4000","diagnostic","TANGENCY_SV_POWER",4000,4000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_003_TANGENCY_SV_POWER_n4000_depth6_reference","ED1_004_TANGENCY_SV_POWER_n4000_depth8_refined","binary","continuum_band_covers_truth",254,254,254,254,254,243,243,0,0,0,0,0,0.0148985304313125,0.956692913385827,0.956692913385827,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n8000","diagnostic","TANGENCY_SV_POWER",8000,8000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_005_TANGENCY_SV_POWER_n8000_depth6_reference","ED1_006_TANGENCY_SV_POWER_n8000_depth8_refined","binary","continuum_band_covers_truth",254,254,254,254,254,240,240,0,0,0,0,0,0.0148985304313125,0.94488188976378,0.94488188976378,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n2000","diagnostic","TANGENCY_SV_POWER",2000,2000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_001_TANGENCY_SV_POWER_n2000_depth6_reference","ED1_002_TANGENCY_SV_POWER_n2000_depth8_refined","binary","continuum_no_root_certified",254,254,254,254,254,2,2,0,0,0,0,0,0.0148985304313125,0.0078740157480315,0.0078740157480315,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n4000","diagnostic","TANGENCY_SV_POWER",4000,4000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_003_TANGENCY_SV_POWER_n4000_depth6_reference","ED1_004_TANGENCY_SV_POWER_n4000_depth8_refined","binary","continuum_no_root_certified",254,254,254,254,254,2,2,0,0,0,0,0,0.0148985304313125,0.0078740157480315,0.0078740157480315,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n8000","diagnostic","TANGENCY_SV_POWER",8000,8000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_005_TANGENCY_SV_POWER_n8000_depth6_reference","ED1_006_TANGENCY_SV_POWER_n8000_depth8_refined","binary","continuum_no_root_certified",254,254,254,254,254,4,4,0,0,0,0,0,0.0148985304313125,0.015748031496063,0.015748031496063,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n2000","diagnostic","TANGENCY_SV_POWER",2000,2000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_001_TANGENCY_SV_POWER_n2000_depth6_reference","ED1_002_TANGENCY_SV_POWER_n2000_depth8_refined","binary","continuum_truth_endpoint_violation",254,254,254,254,254,13,13,0,0,0,0,0,0.0148985304313125,0.0511811023622047,0.0511811023622047,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n4000","diagnostic","TANGENCY_SV_POWER",4000,4000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_003_TANGENCY_SV_POWER_n4000_depth6_reference","ED1_004_TANGENCY_SV_POWER_n4000_depth8_refined","binary","continuum_truth_endpoint_violation",254,254,254,254,254,11,11,0,0,0,0,0,0.0148985304313125,0.0433070866141732,0.0433070866141732,0,0,0,0,0,0
"enclosure_depth_v001","depth8_refined_minus_depth6_reference","maximum continuum-enclosure depth 8 minus 6, with guard depth fixed at 6 and with identical samples, multipliers, B=999, bootstrap grid 0.005, enclosure grid 0.0025, node ceiling 57601, and every remaining inferential setting","ED1_TANGENCY_SV_POWER_n8000","diagnostic","TANGENCY_SV_POWER",8000,8000,"absolute","K1",0.25,1.5,"depth6_reference","depth8_refined","ED1_005_TANGENCY_SV_POWER_n8000_depth6_reference","ED1_006_TANGENCY_SV_POWER_n8000_depth8_refined","binary","continuum_truth_endpoint_violation",254,254,254,254,254,13,13,0,0,0,0,0,0.0148985304313125,0.0511811023622047,0.0511811023622047,0,0,0,0,0,0
